epoch,train_loss,val_loss
143,75.08710184685332,46.038402010014586
144,38.516981932672614,22.41555798609903
145,61.17662763577869,24.963954744323736
146,34.229701956596855,20.45604028294354
147,31.73746420087879,30.077926470387368
148,54.95101550647385,16.294036642499556
149,55.12055451649313,18.897337587602422
150,31.96678360860493,17.304374706455942
151,40.47396222892043,28.279501654026955
152,57.97022553070374,42.49475703071639
153,33.822796520025186,26.805226818875166
154,34.196693788099864,28.225871039689046
155,78.2190618274062,25.932513882814487
156,57.62632592587929,12.050033983978327
157,64.1863257952149,36.05836404401186
158,37.75109886253852,33.82630534723135
159,33.83735350649918,26.404257246094748
160,34.39062677077467,22.97090262821343
161,33.916913706715825,10.027845004405126
162,55.32713052301218,33.7317670639659
163,65.94448166432684,21.550237676932696
164,35.15668713160873,40.801589556024474
165,43.10571466940077,15.954752261798816
166,57.68210441007281,17.080989020946852
167,33.79997700398646,28.69906500224208
168,43.92183218718842,12.32804043173504
169,56.78354046359608,26.086187129718596
170,36.27484938657463,32.30228118981021
171,31.708052145214694,26.434143994433565
172,61.85423260881217,21.857203721300948
173,35.25192979799897,15.334623911195804
174,61.8486098097872,20.17685601769114
175,67.64930435164096,23.604241408052143
176,36.60305096448248,37.03994985826172
177,59.84892823147879,41.59842184752472
178,39.17044611231001,12.2351966842719
179,33.49034397840786,12.687538361682856
180,33.64790624678833,17.638742492059745
181,53.95609276564068,26.009035200889635
182,65.58208652492713,47.13034043134736
183,37.38091708431994,37.27799396780579
184,54.898963368268035,14.655375388297232
185,57.29839251626116,52.70416770140923
186,62.442247972204875,25.941007329285604
187,42.15228556513044,27.548496259876455
188,38.40730539568697,31.396175950153832
189,36.81175248362254,18.64366553685278
190,54.253176897939625,57.19090225031712
191,72.94906289242044,31.407249972363275
192,36.46460283654807,23.10328272389463
193,33.71077834745088,14.721876724755976
194,32.25858594951742,60.04621634820848
195,57.49186811356403,27.714971274447358
196,38.228663087994775,15.469412472336428
197,55.093278712140155,35.07947222377992
198,32.53836100358569,24.173682666721106
199,57.9367634919352,35.162031879427595
200,82.32724020899252,11.20960519463817
201,33.45730067734119,13.502091135415546
202,58.9222419262273,36.46054301224401
203,60.52360769362918,28.337727408382424
204,35.874307769796864,42.741353196832094
205,34.74235522213633,26.616119544828965
206,37.74403103848677,15.77048277073115
207,61.45555369660775,19.955546817154097
208,29.74745556997418,19.566080290519277
209,61.92082662141366,14.849201826978067
210,53.98218539925506,44.10033305185186
211,42.13578381249684,30.32140992632296
