station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
RAFHA,RAFHA,2025-08-09 23:00:00,31.0,1.0,0.0,9900,Summer,8,23
TAIF,TAIF,2025-08-09 22:00:00,26.0,14.0,2.6,9999,Summer,8,22
BISHA,BISHA,2025-08-09 22:00:00,33.0,8.0,2.6,9900,Summer,8,22
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 22:00:00,33.0,28.0,4.1,9999,Summer,8,22
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 22:00:00,39.0,999.9,3.1,9000,Summer,8,22
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-09 22:00:00,34.0,30.0,1.0,9900,Summer,8,22
AL JOUF,AL JOUF,2025-08-09 22:00:00,34.0,-2.0,3.1,9900,Summer,8,22
YENBO,YENBO,2025-08-09 22:00:00,33.0,28.0,3.6,9999,Summer,8,22
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 22:00:00,37.0,6.0,1.0,9999,Summer,8,22
ABHA,ABHA,2025-08-09 22:00:00,21.0,15.0,0.0,9900,Summer,8,22
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 22:00:00,33.0,4.0,3.1,9900,Summer,8,22
NEJRAN,NEJRAN,2025-08-09 22:00:00,30.0,3.0,0.0,9900,Summer,8,22
AL BAHA,AL BAHA,2025-08-09 22:00:00,28.0,8.0,4.1,9999,Summer,8,22
HAIL,HAIL,2025-08-09 22:00:00,32.0,-6.0,1.0,9900,Summer,8,22
WEJH,WEJH,2025-08-09 22:00:00,35.0,14.0,2.1,9999,Summer,8,22
RAFHA,RAFHA,2025-08-09 22:00:00,32.0,0.0,0.0,9900,Summer,8,22
GURIAT,GURIAT,2025-08-09 22:00:00,36.0,16.0,5.1,9999,Summer,8,22
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 22:00:00,34.0,23.0,2.1,9900,Summer,8,22
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 22:00:00,34.0,26.0,2.1,9900,Summer,8,22
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-09 22:00:00,33.0,2.0,5.1,9900,Summer,8,22
GASSIM,GASSIM,2025-08-09 22:00:00,34.0,5.0,3.6,9900,Summer,8,22
QAISUMAH,QAISUMAH,2025-08-09 22:00:00,37.0,4.0,0.0,9999,Summer,8,22
TABUK,TABUK,2025-08-09 22:00:00,37.0,5.0,2.1,9999,Summer,8,22
ARAR,ARAR,2025-08-09 22:00:00,35.0,-4.0,1.5,9900,Summer,8,22
KING KHALED AB,KING KHALED AB,2025-08-09 22:00:00,23.0,5.0,0.0,9900,Summer,8,22
SHARURAH,SHARURAH,2025-08-09 22:00:00,33.0,4.0,5.1,9900,Summer,8,22
KING KHALED INTL,KING KHALED INTL,2025-08-09 22:00:00,35.0,7.0,3.1,2000,Summer,8,22
AL AHSA,AL AHSA,2025-08-09 22:00:00,37.0,23.0,4.6,9999,Summer,8,22
TURAIF,TURAIF,2025-08-09 22:00:00,33.0,-3.0,4.1,9900,Summer,8,22
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 21:00:00,33.6,24.0,0.0,10000,Summer,8,21
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 21:00:00,34.0,24.0,0.0,9900,Summer,8,21
TAIF,TAIF,2025-08-09 21:00:00,26.0,14.0,3.1,9999,Summer,8,21
KING KHALED AB,KING KHALED AB,2025-08-09 21:00:00,21.9,999.9,0.0,8000,Summer,8,21
ABHA,ABHA,2025-08-09 21:00:00,20.2,18.0,0.0,7000,Summer,8,21
NEJRAN,NEJRAN,2025-08-09 21:00:00,30.5,4.0,1.0,10000,Summer,8,21
SHARURAH,SHARURAH,2025-08-09 21:00:00,34.0,4.0,5.1,9900,Summer,8,21
AL BAHA,AL BAHA,2025-08-09 21:00:00,28.0,8.0,5.7,9999,Summer,8,21
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 21:00:00,33.1,27.0,4.6,10000,Summer,8,21
AL AHSA,AL AHSA,2025-08-09 21:00:00,37.0,25.0,5.1,9999,Summer,8,21
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 21:00:00,35.0,27.0,1.5,9900,Summer,8,21
WEJH,WEJH,2025-08-09 21:00:00,34.0,21.0,7.2,9999,Summer,8,21
TABUK,TABUK,2025-08-09 21:00:00,36.0,4.0,2.1,9999,Summer,8,21
RAFHA,RAFHA,2025-08-09 21:00:00,33.5,1.0,0.0,10000,Summer,8,21
ARAR,ARAR,2025-08-09 21:00:00,34.4,-5.0,1.5,10000,Summer,8,21
ARAR,ARAR,2025-08-09 21:00:00,34.0,-5.0,1.5,9900,Summer,8,21
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 21:00:00,34.1,3.0,3.1,10000,Summer,8,21
MINA,MINA,2025-08-09 21:00:00,35.4,18.0,1.0,10000,Summer,8,21
KING KHALED INTL,KING KHALED INTL,2025-08-09 21:00:00,36.0,7.0,5.1,2000,Summer,8,21
KING KHALED INTL,KING KHALED INTL,2025-08-09 21:00:00,36.0,7.0,5.1,2000,Summer,8,21
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-09 21:00:00,34.0,2.0,5.1,9900,Summer,8,21
HAIL,HAIL,2025-08-09 21:00:00,33.0,-2.0,1.0,10000,Summer,8,21
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 21:00:00,38.0,8.0,3.1,9999,Summer,8,21
QAISUMAH,QAISUMAH,2025-08-09 21:00:00,37.0,3.0,0.0,9999,Summer,8,21
AL JOUF,AL JOUF,2025-08-09 21:00:00,35.0,-1.0,2.6,9900,Summer,8,21
GURIAT,GURIAT,2025-08-09 21:00:00,37.2,15.0,6.2,8000,Summer,8,21
TAIF,TAIF,2025-08-09 21:00:00,26.0,14.0,3.1,10000,Summer,8,21
KING KHALED AB,KING KHALED AB,2025-08-09 21:00:00,22.0,999.9,0.0,8000,Summer,8,21
BISHA,BISHA,2025-08-09 21:00:00,35.0,3.0,5.7,9999,Summer,8,21
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 21:00:00,34.0,3.0,3.1,9900,Summer,8,21
AL BAHA,AL BAHA,2025-08-09 21:00:00,28.0,8.0,5.7,10000,Summer,8,21
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 21:00:00,33.0,27.0,4.6,9999,Summer,8,21
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 21:00:00,40.0,14.0,4.6,9999,Summer,8,21
HAIL,HAIL,2025-08-09 21:00:00,33.0,-2.0,1.0,9900,Summer,8,21
GASSIM,GASSIM,2025-08-09 21:00:00,34.2,6.0,2.6,10000,Summer,8,21
AL JOUF,AL JOUF,2025-08-09 21:00:00,35.0,-1.0,2.6,10000,Summer,8,21
RAFHA,RAFHA,2025-08-09 21:00:00,34.0,1.0,0.0,9900,Summer,8,21
TURAIF,TURAIF,2025-08-09 21:00:00,33.0,-4.0,0.0,10000,Summer,8,21
ABHA,ABHA,2025-08-09 21:00:00,20.0,18.0,0.0,7000,Summer,8,21
YENBO,YENBO,2025-08-09 21:00:00,33.0,27.0,5.1,9999,Summer,8,21
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 21:00:00,40.1,14.0,4.6,10000,Summer,8,21
AL AHSA,AL AHSA,2025-08-09 21:00:00,37.1,25.0,5.1,10000,Summer,8,21
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-09 21:00:00,35.0,30.0,1.5,9900,Summer,8,21
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 21:00:00,34.7,27.0,1.5,10000,Summer,8,21
GASSIM,GASSIM,2025-08-09 21:00:00,34.0,6.0,2.6,9900,Summer,8,21
WEJH,WEJH,2025-08-09 21:00:00,33.6,21.0,7.2,10000,Summer,8,21
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 21:00:00,37.6,8.0,3.1,10000,Summer,8,21
QAISUMAH,QAISUMAH,2025-08-09 21:00:00,37.0,3.0,0.0,10000,Summer,8,21
TABUK,TABUK,2025-08-09 21:00:00,36.2,4.0,2.1,10000,Summer,8,21
TURAIF,TURAIF,2025-08-09 21:00:00,33.0,-4.0,0.0,9999,Summer,8,21
BISHA,BISHA,2025-08-09 21:00:00,35.0,3.0,5.7,10000,Summer,8,21
NEJRAN,NEJRAN,2025-08-09 21:00:00,31.0,4.0,1.0,9900,Summer,8,21
SHARURAH,SHARURAH,2025-08-09 21:00:00,34.2,4.0,5.1,10000,Summer,8,21
YENBO,YENBO,2025-08-09 21:00:00,33.2,27.0,5.1,10000,Summer,8,21
AL-DAWADAMI,AL-DAWADAMI,2025-08-09 21:00:00,33.7,2.0,5.1,10000,Summer,8,21
GURIAT,GURIAT,2025-08-09 21:00:00,37.0,15.0,6.2,8000,Summer,8,21
KING KHALED INTL,KING KHALED INTL,2025-08-09 20:37:00,36.0,7.0,5.1,2000,Summer,8,20
TAIF,TAIF,2025-08-09 20:00:00,25.0,15.0,3.6,9999,Summer,8,20
YENBO,YENBO,2025-08-09 20:00:00,33.0,27.0,4.6,9900,Summer,8,20
KING KHALED INTL,KING KHALED INTL,2025-08-09 20:00:00,37.0,3.0,2.6,8000,Summer,8,20
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-09 20:00:00,35.0,32.0,3.6,9900,Summer,8,20
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 20:00:00,35.0,28.0,1.5,9900,Summer,8,20
GASSIM,GASSIM,2025-08-09 20:00:00,34.0,7.0,2.1,9900,Summer,8,20
QAISUMAH,QAISUMAH,2025-08-09 20:00:00,38.0,4.0,2.1,9999,Summer,8,20
AL JOUF,AL JOUF,2025-08-09 20:00:00,35.0,-2.0,2.6,9900,Summer,8,20
RAFHA,RAFHA,2025-08-09 20:00:00,36.0,2.0,0.0,9900,Summer,8,20
ARAR,ARAR,2025-08-09 20:00:00,37.0,-5.0,2.1,9900,Summer,8,20
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 20:00:00,33.0,28.0,6.2,9999,Summer,8,20
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 20:00:00,42.0,3.0,4.6,7000,Summer,8,20
AL AHSA,AL AHSA,2025-08-09 20:00:00,39.0,22.0,2.1,9999,Summer,8,20
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-09 20:00:00,35.0,2.0,6.7,9000,Summer,8,20
HAIL,HAIL,2025-08-09 20:00:00,34.0,-4.0,1.0,9900,Summer,8,20
TURAIF,TURAIF,2025-08-09 20:00:00,36.0,-2.0,0.0,9999,Summer,8,20
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 20:00:00,34.0,24.0,2.6,9900,Summer,8,20
KING KHALED AB,KING KHALED AB,2025-08-09 20:00:00,22.0,999.9,0.0,8000,Summer,8,20
ABHA,ABHA,2025-08-09 20:00:00,21.0,18.0,0.0,7000,Summer,8,20
BISHA,BISHA,2025-08-09 20:00:00,35.0,2.0,4.1,9900,Summer,8,20
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 20:00:00,36.0,2.0,3.1,9900,Summer,8,20
SHARURAH,SHARURAH,2025-08-09 20:00:00,36.0,4.0,5.1,9900,Summer,8,20
AL BAHA,AL BAHA,2025-08-09 20:00:00,28.0,10.0,6.7,9999,Summer,8,20
NEJRAN,NEJRAN,2025-08-09 20:00:00,31.0,4.0,1.0,9900,Summer,8,20
WEJH,WEJH,2025-08-09 20:00:00,35.0,18.0,5.1,9900,Summer,8,20
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 20:00:00,39.0,8.0,2.1,9999,Summer,8,20
TABUK,TABUK,2025-08-09 20:00:00,38.0,3.0,0.0,9999,Summer,8,20
GURIAT,GURIAT,2025-08-09 20:00:00,38.0,8.0,4.1,8000,Summer,8,20
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 19:00:00,34.0,24.0,5.1,9900,Summer,8,19
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 19:00:00,36.0,1.0,3.1,9900,Summer,8,19
AL BAHA,AL BAHA,2025-08-09 19:00:00,29.0,6.0,8.2,9999,Summer,8,19
AL AHSA,AL AHSA,2025-08-09 19:00:00,38.0,24.0,4.1,9900,Summer,8,19
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-09 19:00:00,35.0,33.0,4.6,8000,Summer,8,19
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 19:00:00,40.0,8.0,4.1,9999,Summer,8,19
BISHA,BISHA,2025-08-09 19:00:00,36.0,2.0,3.6,9900,Summer,8,19
KING KHALED INTL,KING KHALED INTL,2025-08-09 19:00:00,38.0,4.0,2.1,9900,Summer,8,19
QAISUMAH,QAISUMAH,2025-08-09 19:00:00,39.0,4.0,3.1,8000,Summer,8,19
TABUK,TABUK,2025-08-09 19:00:00,39.0,4.0,3.6,7000,Summer,8,19
RAFHA,RAFHA,2025-08-09 19:00:00,38.0,2.0,0.0,9900,Summer,8,19
GURIAT,GURIAT,2025-08-09 19:00:00,40.0,2.0,3.1,6000,Summer,8,19
ABHA,ABHA,2025-08-09 19:00:00,21.0,18.0,0.0,7000,Summer,8,19
YENBO,YENBO,2025-08-09 19:00:00,33.0,28.0,4.1,9900,Summer,8,19
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 19:00:00,35.0,29.0,3.1,9900,Summer,8,19
SHARURAH,SHARURAH,2025-08-09 19:00:00,37.0,3.0,4.1,9900,Summer,8,19
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 19:00:00,33.0,26.0,3.6,9900,Summer,8,19
HAIL,HAIL,2025-08-09 19:00:00,35.0,-3.0,2.1,9900,Summer,8,19
AL JOUF,AL JOUF,2025-08-09 19:00:00,39.0,-1.0,3.1,9900,Summer,8,19
ARAR,ARAR,2025-08-09 19:00:00,38.0,-4.0,1.5,9900,Summer,8,19
TAIF,TAIF,2025-08-09 19:00:00,25.0,15.0,3.1,9999,Summer,8,19
KING KHALED AB,KING KHALED AB,2025-08-09 19:00:00,22.0,999.9,0.0,9900,Summer,8,19
NEJRAN,NEJRAN,2025-08-09 19:00:00,33.0,3.0,2.1,9900,Summer,8,19
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 19:00:00,42.0,-1.0,2.6,9999,Summer,8,19
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-09 19:00:00,35.0,4.0,7.7,7000,Summer,8,19
GASSIM,GASSIM,2025-08-09 19:00:00,35.0,6.0,1.0,9900,Summer,8,19
WEJH,WEJH,2025-08-09 19:00:00,33.0,22.0,2.6,9900,Summer,8,19
TURAIF,TURAIF,2025-08-09 19:00:00,36.0,-3.0,0.0,9999,Summer,8,19
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 18:00:00,34.6,24.0,5.1,10000,Summer,8,18
BISHA,BISHA,2025-08-09 18:00:00,36.7,1.0,4.6,10000,Summer,8,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 18:00:00,37.0,3.0,3.1,10000,Summer,8,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 18:00:00,37.0,4.0,3.1,9900,Summer,8,18
NEJRAN,NEJRAN,2025-08-09 18:00:00,34.0,2.0,3.1,10000,Summer,8,18
SHARURAH,SHARURAH,2025-08-09 18:00:00,37.7,5.0,4.6,10000,Summer,8,18
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 18:00:00,42.0,-2.0,2.6,9999,Summer,8,18
QAISUMAH,QAISUMAH,2025-08-09 18:00:00,39.5,4.0,0.0,8000,Summer,8,18
TABUK,TABUK,2025-08-09 18:00:00,39.2,3.0,4.6,3000,Summer,8,18
AL JOUF,AL JOUF,2025-08-09 18:00:00,40.0,-3.0,2.1,9900,Summer,8,18
TURAIF,TURAIF,2025-08-09 18:00:00,38.0,-4.0,4.1,10000,Summer,8,18
GURIAT,GURIAT,2025-08-09 18:00:00,39.6,2.0,3.1,6000,Summer,8,18
TAIF,TAIF,2025-08-09 18:00:00,27.0,12.0,4.6,9999,Summer,8,18
KING KHALED AB,KING KHALED AB,2025-08-09 18:00:00,22.7,17.0,2.1,10000,Summer,8,18
ABHA,ABHA,2025-08-09 18:00:00,22.0,19.0,0.0,8000,Summer,8,18
AL AHSA,AL AHSA,2025-08-09 18:00:00,39.2,20.0,5.1,10000,Summer,8,18
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-09 18:00:00,36.0,31.0,5.1,8000,Summer,8,18
GASSIM,GASSIM,2025-08-09 18:00:00,38.0,7.0,1.5,9900,Summer,8,18
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 18:00:00,40.5,9.0,6.2,10000,Summer,8,18
RAFHA,RAFHA,2025-08-09 18:00:00,39.0,2.0,0.0,9900,Summer,8,18
GURIAT,GURIAT,2025-08-09 18:00:00,40.0,2.0,3.1,6000,Summer,8,18
KING KHALED AB,KING KHALED AB,2025-08-09 18:00:00,23.0,17.0,2.1,9900,Summer,8,18
BISHA,BISHA,2025-08-09 18:00:00,37.0,1.0,4.6,9900,Summer,8,18
AL BAHA,AL BAHA,2025-08-09 18:00:00,29.2,4.0,7.2,10000,Summer,8,18
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 18:00:00,33.8,26.0,2.6,10000,Summer,8,18
YENBO,YENBO,2025-08-09 18:00:00,33.0,27.0,3.1,9900,Summer,8,18
AL-DAWADAMI,AL-DAWADAMI,2025-08-09 18:00:00,36.4,2.0,7.7,7000,Summer,8,18
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 18:00:00,42.4,-2.0,2.6,10000,Summer,8,18
HAIL,HAIL,2025-08-09 18:00:00,36.0,-4.0,2.1,9900,Summer,8,18
GASSIM,GASSIM,2025-08-09 18:00:00,37.5,7.0,1.5,10000,Summer,8,18
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 18:00:00,41.0,9.0,6.2,9999,Summer,8,18
AL BAHA,AL BAHA,2025-08-09 18:00:00,29.0,4.0,7.2,9999,Summer,8,18
KING KHALED INTL,KING KHALED INTL,2025-08-09 18:00:00,39.0,2.0,3.1,10000,Summer,8,18
AL AHSA,AL AHSA,2025-08-09 18:00:00,39.0,20.0,5.1,9900,Summer,8,18
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 18:00:00,36.0,28.0,2.6,7000,Summer,8,18
HAIL,HAIL,2025-08-09 18:00:00,36.0,-4.0,2.1,10000,Summer,8,18
WEJH,WEJH,2025-08-09 18:00:00,32.6,24.0,5.1,10000,Summer,8,18
WEJH,WEJH,2025-08-09 18:00:00,33.0,24.0,5.1,9900,Summer,8,18
QAISUMAH,QAISUMAH,2025-08-09 18:00:00,40.0,4.0,0.0,8000,Summer,8,18
TABUK,TABUK,2025-08-09 18:00:00,39.0,3.0,4.6,3000,Summer,8,18
AL JOUF,AL JOUF,2025-08-09 18:00:00,39.5,-3.0,2.1,10000,Summer,8,18
TURAIF,TURAIF,2025-08-09 18:00:00,38.0,-4.0,4.1,9999,Summer,8,18
ARAR,ARAR,2025-08-09 18:00:00,39.2,-5.0,1.5,10000,Summer,8,18
ARAR,ARAR,2025-08-09 18:00:00,39.0,-5.0,1.5,9900,Summer,8,18
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 18:00:00,35.0,24.0,5.1,9900,Summer,8,18
TAIF,TAIF,2025-08-09 18:00:00,26.5,12.0,4.6,10000,Summer,8,18
ABHA,ABHA,2025-08-09 18:00:00,21.7,19.0,0.0,8000,Summer,8,18
NEJRAN,NEJRAN,2025-08-09 18:00:00,34.0,2.0,3.1,9900,Summer,8,18
SHARURAH,SHARURAH,2025-08-09 18:00:00,38.0,5.0,4.6,9900,Summer,8,18
MINA,MINA,2025-08-09 18:00:00,36.8,18.0,2.6,10000,Summer,8,18
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 18:00:00,34.0,26.0,2.6,9999,Summer,8,18
KING KHALED INTL,KING KHALED INTL,2025-08-09 18:00:00,39.0,2.0,3.1,9900,Summer,8,18
YENBO,YENBO,2025-08-09 18:00:00,33.0,27.0,3.1,10000,Summer,8,18
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 18:00:00,36.0,28.0,2.6,7000,Summer,8,18
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-09 18:00:00,36.0,2.0,7.7,7000,Summer,8,18
RAFHA,RAFHA,2025-08-09 18:00:00,39.1,2.0,0.0,10000,Summer,8,18
BISHA,BISHA,2025-08-09 17:00:00,37.0,1.0,5.7,9900,Summer,8,17
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 17:00:00,39.0,3.0,3.1,9900,Summer,8,17
AL BAHA,AL BAHA,2025-08-09 17:00:00,30.0,1.0,6.2,9999,Summer,8,17
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-09 17:00:00,36.0,31.0,5.1,8000,Summer,8,17
WEJH,WEJH,2025-08-09 17:00:00,32.0,25.0,6.7,9900,Summer,8,17
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 17:00:00,44.0,2.0,4.1,9999,Summer,8,17
AL JOUF,AL JOUF,2025-08-09 17:00:00,40.0,-2.0,2.1,9900,Summer,8,17
ABHA,ABHA,2025-08-09 17:00:00,22.0,19.0,3.1,8000,Summer,8,17
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 17:00:00,44.0,-1.0,4.6,9999,Summer,8,17
HAIL,HAIL,2025-08-09 17:00:00,38.0,-2.0,3.1,9900,Summer,8,17
TABUK,TABUK,2025-08-09 17:00:00,40.0,3.0,2.6,9999,Summer,8,17
KING KHALED INTL,KING KHALED INTL,2025-08-09 17:00:00,40.0,2.0,2.6,9999,Summer,8,17
YENBO,YENBO,2025-08-09 17:00:00,33.0,28.0,4.6,9900,Summer,8,17
AL AHSA,AL AHSA,2025-08-09 17:00:00,42.0,14.0,5.7,9900,Summer,8,17
TURAIF,TURAIF,2025-08-09 17:00:00,40.0,-3.0,2.1,9999,Summer,8,17
ARAR,ARAR,2025-08-09 17:00:00,41.0,-4.0,0.0,9900,Summer,8,17
GURIAT,GURIAT,2025-08-09 17:00:00,41.0,1.0,6.2,6000,Summer,8,17
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 17:00:00,34.0,25.0,5.7,9900,Summer,8,17
KING KHALED AB,KING KHALED AB,2025-08-09 17:00:00,24.0,15.0,0.0,9999,Summer,8,17
NEJRAN,NEJRAN,2025-08-09 17:00:00,35.0,2.0,4.1,9900,Summer,8,17
SHARURAH,SHARURAH,2025-08-09 17:00:00,39.0,5.0,3.1,9900,Summer,8,17
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 17:00:00,35.0,25.0,1.5,9999,Summer,8,17
GASSIM,GASSIM,2025-08-09 17:00:00,39.0,6.0,2.6,9999,Summer,8,17
QAISUMAH,QAISUMAH,2025-08-09 17:00:00,39.0,5.0,6.2,9000,Summer,8,17
TAIF,TAIF,2025-08-09 17:00:00,27.0,11.0,4.1,9999,Summer,8,17
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 17:00:00,37.0,27.0,3.6,7000,Summer,8,17
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-09 17:00:00,36.0,1.0,6.2,9999,Summer,8,17
RAFHA,RAFHA,2025-08-09 17:00:00,41.0,2.0,0.0,9900,Summer,8,17
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-09 16:00:00,34.0,26.0,5.7,9900,Summer,8,16
ABHA,ABHA,2025-08-09 16:00:00,23.0,19.0,4.6,7000,Summer,8,16
BISHA,BISHA,2025-08-09 16:00:00,38.0,1.0,6.7,9900,Summer,8,16
AL BAHA,AL BAHA,2025-08-09 16:00:00,31.0,6.0,2.6,9999,Summer,8,16
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-09 16:00:00,38.0,26.0,4.1,7000,Summer,8,16
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-09 16:00:00,39.0,2.0,2.6,9999,Summer,8,16
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-09 16:00:00,44.0,3.0,3.1,9999,Summer,8,16
AL JOUF,AL JOUF,2025-08-09 16:00:00,42.0,-3.0,2.1,9900,Summer,8,16
KING KHALED AB,KING KHALED AB,2025-08-09 16:00:00,25.0,16.0,2.6,9999,Summer,8,16
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-09 16:00:00,41.0,1.0,4.1,9900,Summer,8,16
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-09 16:00:00,35.0,24.0,1.5,9999,Summer,8,16
QAISUMAH,QAISUMAH,2025-08-09 16:00:00,40.0,8.0,11.3,5000,Summer,8,16
TABUK,TABUK,2025-08-09 16:00:00,42.0,2.0,4.6,9999,Summer,8,16
ARAR,ARAR,2025-08-09 16:00:00,43.0,-5.0,1.5,9900,Summer,8,16
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-09 16:00:00,45.0,-1.0,3.6,9999,Summer,8,16
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-09 16:00:00,37.0,29.0,6.7,8000,Summer,8,16
GASSIM,GASSIM,2025-08-09 16:00:00,41.0,6.0,3.1,9999,Summer,8,16
NEJRAN,NEJRAN,2025-08-09 16:00:00,37.0,-2.0,4.1,9999,Summer,8,16
